MODULE_NAME,MODULE_OID,MODULE_IRI,TAGGING_MODE,EXTENS_IMPLIED,ENCODING_REF,EXPORTS_ALL,ASSIGNMENTS_COUNT,IMPORTED_MODS_COUNT,IMPORTED_SYMS_COUNT,START_OFFSET,END_OFFSET,START_LINE,START_COLUMN,FILE_PATH
InformationFramework,2.5.1.1.8,,EXPLICIT,FALSE,,TRUE,128,4,25,0,28691,1,1,testroot/InformationFramework.asn1
